session,category,state,browser,language,os,id,prod_cat,ad_id,purch_flag
1570306802,"business","ok","Safari","cn","win7",3107,"tablet",16,"false"
1011771993,"student","nm","Mobile","cn","xp",7362,"laptop",12,"false"
1007450056,"personal","tx","Firefox","de","win7",9162,"mobile",13,"false"
1342338697,"personal","pa","Chrome","cn","xp",7131,"tablet",11,"false"
1699568679,"personal","ny","Firefox","de","win8",3596,"server",9,"false"
1216241184,"student","ca","IE","cn","win7",8841,"mobile",15,"false"
1596434429,"personal","il","Firefox","ru","Mac",4708,"laptop",9,"false"
1910645006,"business","oh","Chrome","en","xp",288,"laptop",11,"false"
1564698382,"personal","tx","Chrome","sp","win7",3871,"laptop",5,"true"
1033559677,"student","tx","Firefox","cn","win8",3947,"desktop",12,"false"
1438930773,"personal","va","Chrome","sp","win7",3102,"mobile",16,"false"
1801282020,"business","tx","Chrome","en","win7",7506,"desktop",1,"false"
1531258276,"business","ca","Chrome","cn","win7",9717,"desktop",18,"false"
1630234058,"business","mi","IE","ar","win7",3661,"desktop",18,"false"
1856985484,"business","ks","IE","en","xp",6800,"mobile",5,"false"
1417805351,"student","ca","IE","de","win7",2138,"desktop",13,"false"
1735189861,"business","al","Chrome","en","win7",3438,"desktop",4,"false"
1581432001,"student","ga","IE","cn","win7",3519,"tablet",6,"false"
1019666355,"personal","ut","IE","en","win7",7494,"desktop",13,"false"
1327293149,"personal","tx","Firefox","fr","win8",2941,"mobile",13,"false"
1126785413,"student","va","Chrome","cn","linux",9252,"laptop",9,"false"
1192698812,"business","ca","Firefox","sp","win7",4335,"tablet",10,"false"
1496964440,"personal","la","Firefox","en","xp",9576,"mobile",2,"false"
1115700914,"personal","fl","Chrome","pt","win7",1159,"server",1,"false"
1914137376,"personal","nc","Chrome","ru","win7",1251,"tablet",7,"false"
1324600409,"personal","ny","Safari","en","win7",5474,"tablet",8,"false"
1433569163,"personal","pa","Mobile","cn","win7",869,"server",6,"false"
1140646214,"personal","pa","Chrome","cn","win8",8055,"laptop",11,"false"
1228819125,"student","tn","Firefox","cn","win7",1324,"desktop",2,"false"
1546086408,"personal","ca","Chrome","fr","win8",4185,"tablet",16,"false"
1183369378,"personal","tx","IE","cn","win7",880,"tablet",1,"false"
1522727628,"personal","mi","Chrome","cn","win8",6792,"mobile",7,"true"
1432479819,"personal","fl","Chrome","en","win8",933,"mobile",16,"false"
1809968745,"student","al","IE","pt","Mac",5201,"tablet",12,"true"
1625086283,"student","in","Chrome","en","win7",4033,"laptop",15,"true"
1506427676,"student","ca","Mobile","ar","xp",9088,"tablet",16,"false"
1582329929,"personal","ca","Mobile","cn","win7",9273,"tablet",3,"false"
1275997882,"personal","tn","Safari","cn","win7",5667,"laptop",9,"false"
1061641357,"business","ca","Chrome","de","win7",4096,"server",12,"false"
1720215352,"student","al","IE","cn","win7",3138,"desktop",9,"false"
1280570832,"personal","ar","Chrome","sp","win7",9858,"laptop",9,"false"
1683331747,"business","oh","Firefox","cn","win7",4225,"desktop",8,"false"
1114224363,"student","md","Chrome","fr","win7",2813,"laptop",14,"false"
1888533725,"business","wv","Firefox","en","win7",5427,"laptop",10,"false"
1450172081,"business","oh","IE","ru","win7",8451,"server",2,"false"
1218068130,"personal","mo","Mobile","en","win7",4399,"desktop",8,"false"
1887381239,"student","tx","Firefox","en","xp",9916,"tablet",14,"false"
1727846105,"student","pa","Chrome","ru","xp",210,"tablet",17,"false"
1311715884,"student","tx","Mobile","fr","win7",1186,"tablet",1,"false"
1033124152,"student","oh","Mobile","en","win8",6983,"mobile",5,"false"
1786546430,"personal","va","Firefox","en","win7",3751,"laptop",6,"false"
1181212157,"student","ca","Firefox","pt","xp",1113,"desktop",7,"true"
1084971008,"personal","ca","IE","cn","win8",3633,"laptop",9,"false"
1743546776,"personal","in","Firefox","en","win7",6237,"desktop",18,"false"
1428732976,"student","ak","Chrome","de","win7",5573,"desktop",8,"false"
1108479191,"personal","tx","Safari","ru","win7",3625,"laptop",8,"false"
1140825328,"business","tx","Mobile","cn","win7",2802,"tablet",8,"false"
1562426918,"business","ar","IE","ko","win7",183,"mobile",10,"false"
1149014077,"business","mo","Opera","en","win7",9133,"tablet",10,"false"
1511070051,"personal","pa","Mobile","sp","xp",486,"laptop",9,"false"
1518337737,"business","pa","Firefox","sp","win7",7902,"desktop",16,"false"
1384780405,"student","ny","Firefox","cn","xp",4319,"server",17,"false"
1158257845,"personal","nm","Firefox","cn","win7",5776,"mobile",12,"false"
1336110775,"student","fl","Chrome","en","Mac",4438,"desktop",2,"false"
1526012323,"business","ca","Chrome","cn","win7",7637,"laptop",3,"false"
1907893635,"student","oh","Chrome","sp","win7",3248,"laptop",15,"false"
1871016676,"business","fl","IE","pt","win7",8613,"laptop",3,"false"
1488134353,"personal","ca","Firefox","jp","win7",8242,"desktop",15,"false"
1390208203,"student","ny","Chrome","en","Mac",3853,"server",11,"false"
1322271959,"business","pa","IE","de","win7",8953,"server",17,"false"
1790260869,"personal","nc","IE","en","win7",2569,"laptop",2,"false"
1018567875,"personal","az","Chrome","jp","win7",2091,"desktop",14,"false"
1973512813,"personal","ca","Chrome","ko","win7",1689,"tablet",1,"false"
1203969751,"personal","wa","Chrome","en","linux",6804,"laptop",10,"false"
1180368240,"personal","ne","Safari","cn","win8",1719,"desktop",2,"true"
1613692369,"personal","il","Firefox","pt","win8",4159,"laptop",10,"false"
1327914665,"personal","ky","Chrome","cn","win7",4811,"laptop",15,"false"
1264542936,"personal","wi","IE","jp","Mac",5711,"desktop",11,"false"
1539343929,"personal","tn","IE","pt","win8",8314,"tablet",1,"false"
1069603736,"personal","ny","Safari","en","win7",4171,"desktop",1,"false"
1168133688,"business","ca","Firefox","de","win8",3955,"desktop",4,"true"
1667004270,"student","ok","Chrome","sp","win7",6598,"tablet",8,"false"
1579536810,"business","me","Safari","sp","xp",3208,"server",7,"false"
1781464234,"business","fl","IE","en","xp",1766,"desktop",16,"false"
1595826563,"student","tx","Safari","pt","win7",5396,"laptop",16,"true"
1206845417,"business","tx","Mobile","en","win7",7731,"desktop",18,"false"
1406092239,"personal","tn","Mobile","cn","Mac",7079,"mobile",13,"false"
1784976970,"student","hi","Chrome","ar","win7",6298,"desktop",10,"false"
1437584316,"personal","nj","Mobile","cn","win7",9211,"mobile",18,"false"
1594850864,"business","ga","Firefox","cn","win7",1916,"server",7,"false"
1963305464,"business","fl","Chrome","en","win7",5683,"desktop",14,"false"
1561336955,"personal","ut","Chrome","sp","Mac",7586,"tablet",2,"false"
1236377453,"student","or","Firefox","sp","win7",5183,"desktop",12,"false"
1509423572,"student","co","Chrome","ar","nt",3506,"desktop",10,"false"
1581356581,"student","fl","Firefox","ru","Mac",9954,"laptop",18,"false"
1997921616,"student","id","Chrome","cn","win7",4423,"tablet",12,"false"
1891097708,"business","fl","Safari","jp","win8",8765,"laptop",16,"true"
1437199996,"personal","nv","Safari","cn","win7",578,"desktop",3,"false"
1477150316,"student","nc","Mobile","cn","win7",1290,"tablet",14,"false"
1647437147,"personal","mi","Chrome","jp","win7",250,"desktop",8,"false"
1999514696,"student","or","IE","cn","xp",9269,"laptop",11,"false"
1613871047,"personal","ny","Firefox","ar","xp",7890,"laptop",9,"false"
1758477418,"student","ok","IE","fr","win7",7771,"desktop",5,"false"
1287218714,"business","md","Chrome","cn","win7",2181,"tablet",18,"false"
1463290258,"student","ca","Safari","ru","win7",261,"desktop",8,"false"
1370072655,"student","ok","Firefox","pt","win8",4367,"tablet",5,"true"
1363916231,"student","mi","Safari","sp","win7",4879,"tablet",12,"true"
1441386240,"personal","pa","Chrome","en","win7",8847,"tablet",7,"false"
1401536078,"personal","nc","IE","sp","win7",1537,"laptop",7,"false"
1799750940,"business","md","Mobile","ar","nt",4724,"server",15,"false"
1716292557,"personal","fl","IE","jp","win7",9955,"tablet",15,"false"
1740216588,"personal","mi","IE","sp","linux",9065,"laptop",3,"false"
1577115020,"personal","wa","IE","sp","xp",7767,"mobile",6,"false"
1650123582,"student","mi","Mobile","en","win7",1088,"laptop",9,"false"
1511007389,"student","la","Chrome","en","win7",8494,"laptop",13,"false"
1452910018,"personal","tx","Chrome","sp","win7",891,"mobile",1,"false"
1306765033,"student","ut","Firefox","ar","nt",8071,"laptop",5,"false"
1509007889,"student","ny","Mobile","cn","linux",6649,"desktop",8,"false"
1975895833,"personal","oh","Firefox","en","win7",5763,"desktop",17,"false"
1174905188,"business","ks","Firefox","cn","win7",7676,"desktop",14,"false"
1508032270,"business","oh","Chrome","en","xp",4488,"desktop",3,"false"
1944703924,"personal","mn","Chrome","en","win7",783,"desktop",7,"false"
1765256352,"personal","mo","Chrome","en","win7",9908,"tablet",3,"false"
1247972087,"personal","nh","IE","en","win7",6075,"desktop",2,"false"
1383245736,"business","wv","Mobile","ru","win7",4762,"tablet",6,"false"
1055713310,"personal","la","Mobile","pt","win8",9702,"mobile",12,"false"
1958431074,"business","il","IE","de","win7",8550,"mobile",10,"false"
1591258527,"personal","or","Chrome","en","linux",7734,"tablet",2,"false"
1078061047,"personal","ny","IE","ru","linux",9101,"tablet",18,"false"
1730423917,"personal","ut","IE","cn","win7",6575,"laptop",13,"false"
1505885680,"student","nj","Chrome","sp","win7",7628,"desktop",9,"false"
1782454201,"student","in","Mobile","ar","win7",6322,"mobile",18,"false"
1764516100,"student","hi","IE","de","win8",8820,"laptop",10,"false"
1187493485,"personal","az","Firefox","en","win7",2898,"laptop",8,"false"
1721232450,"personal","ny","Opera","jp","win7",6716,"laptop",8,"false"
1540704479,"personal","al","Safari","en","Mac",6780,"desktop",5,"false"
1788497499,"personal","ne","IE","ru","Mac",4509,"desktop",3,"false"
1153497536,"personal","ca","Chrome","pt","win7",6925,"desktop",5,"false"
1672679049,"business","tx","IE","ru","xp",8651,"desktop",1,"false"
1087156012,"business","ca","Safari","de","xp",1959,"laptop",13,"false"
1097176987,"business","nj","IE","ko","win7",6414,"tablet",7,"false"
1698179578,"student","or","Firefox","cn","win7",7647,"mobile",2,"true"
1212175120,"personal","il","Chrome","en","win7",662,"server",2,"false"
1477250475,"student","ar","Chrome","en","win7",3085,"mobile",6,"false"
1966565541,"business","in","Mobile","ar","win7",2375,"desktop",13,"false"
1060602706,"student","ky","Mobile","en","win8",9997,"laptop",9,"false"
1082999882,"business","tx","Chrome","cn","Mac",5521,"mobile",15,"false"
1484361129,"personal","ny","IE","en","win8",3237,"tablet",8,"true"
1821149659,"personal","ga","Chrome","cn","win7",6950,"tablet",5,"false"
1161469967,"personal","ca","Mobile","en","linux",388,"server",15,"false"
1035677805,"personal","ga","Firefox","cn","win7",1769,"laptop",2,"false"
1329521621,"personal","id","Mobile","en","win8",1890,"desktop",9,"false"
1246000813,"personal","ca","Mobile","en","win7",9995,"laptop",5,"false"
1950498311,"personal","sc","Mobile","cn","win7",5727,"mobile",16,"true"
1918879483,"personal","pa","IE","en","win7",5668,"tablet",2,"false"
1152048635,"personal","fl","Chrome","cn","Mac",4329,"tablet",5,"false"
1275444097,"student","wi","IE","ko","xp",8806,"laptop",17,"false"
1372157091,"personal","fl","Firefox","de","win7",5315,"desktop",5,"false"
1581106335,"student","al","Chrome","cn","Mac",4971,"mobile",8,"false"
1209796497,"business","ny","Firefox","cn","win7",8766,"tablet",18,"false"
1299137200,"business","al","Mobile","ru","xp",7478,"tablet",18,"false"
1058732094,"student","ia","Chrome","cn","win7",998,"tablet",7,"false"
1291548303,"student","fl","Firefox","sp","vista",194,"desktop",7,"false"
1426180861,"student","ok","Chrome","cn","win7",9835,"desktop",15,"false"
1856706699,"personal","co","Chrome","cn","win7",4813,"tablet",1,"false"
1235911104,"personal","ny","IE","jp","win7",1033,"mobile",17,"false"
1119796242,"student","mi","Chrome","en","win7",569,"desktop",16,"false"
1092515065,"business","tx","Safari","ko","Mac",7547,"laptop",10,"false"
1540828629,"business","tx","Opera","ko","win7",676,"desktop",8,"false"
1492525174,"personal","ky","Chrome","cn","win7",3293,"desktop",5,"false"
1567828796,"student","nj","Chrome","cn","xp",8596,"mobile",8,"false"
1201520869,"personal","il","IE","cn","Mac",7177,"laptop",10,"false"
1803870078,"personal","mo","Mobile","cn","win7",1250,"mobile",1,"false"
1665519979,"student","va","IE","en","Mac",9957,"laptop",16,"false"
1408837558,"student","mn","IE","en","win7",2332,"mobile",2,"false"
1012508846,"student","mo","Chrome","cn","xp",2180,"tablet",17,"false"
1128220751,"student","ca","Safari","en","win7",6234,"server",11,"false"
1597569405,"personal","nj","Safari","cn","win7",136,"desktop",8,"false"
1748660754,"student","ar","Safari","sp","xp",1067,"tablet",2,"false"
1555601038,"business","nc","IE","sp","win7",8904,"mobile",16,"false"
1771019376,"personal","md","Chrome","fr","win7",8221,"mobile",8,"false"
1734733833,"personal","ca","IE","jp","win7",1185,"desktop",14,"false"
1255080137,"personal","nj","Chrome","pt","win8",4845,"desktop",5,"false"
1443194512,"business","al","Firefox","cn","win7",9207,"desktop",5,"false"
1760624364,"business","fl","Firefox","sp","win7",997,"server",11,"false"
1561962623,"student","pa","Chrome","cn","win7",8761,"server",9,"false"
1783498224,"personal","pa","Firefox","jp","xp",3485,"mobile",7,"false"
1758730716,"personal","wa","Opera","en","win8",8854,"desktop",16,"false"
1515294858,"business","pa","Firefox","sp","linux",7688,"mobile",9,"false"
1112474917,"business","mi","Mobile","de","xp",1350,"tablet",7,"false"
1226475640,"personal","pa","Firefox","en","win7",2093,"tablet",2,"false"
1089653156,"student","az","Chrome","en","win7",1688,"mobile",2,"false"
1699428322,"personal","md","Firefox","en","win7",1559,"laptop",2,"false"
1422095317,"student","mi","Mobile","en","win7",806,"server",13,"false"
1707888609,"personal","tn","Chrome","en","win7",4517,"mobile",13,"false"
1028247157,"personal","tx","Mobile","en","win7",5661,"desktop",6,"false"
1763886756,"personal","ca","Safari","en","win7",598,"mobile",4,"false"
1890220355,"student","ia","Mobile","cn","win7",7313,"laptop",2,"false"
1498510231,"personal","wi","Firefox","cn","xp",6209,"tablet",5,"false"
1789323607,"student","va","Safari","en","linux",3107,"mobile",12,"false"
1804120329,"business","wi","IE","sp","Mac",2733,"desktop",8,"false"
1104269951,"student","ar","Mobile","cn","win7",3184,"mobile",17,"false"
1369047922,"personal","ut","Firefox","ar","xp",5760,"mobile",17,"false"
1264477941,"student","ga","IE","fr","win7",6463,"tablet",7,"false"
1568935166,"business","wa","Firefox","en","win8",4722,"desktop",16,"false"
1867782121,"personal","ar","IE","cn","xp",2677,"desktop",11,"false"
1636968054,"student","ca","IE","ar","win7",8305,"tablet",11,"false"
1607100748,"student","ct","Mobile","en","Mac",8450,"laptop",6,"false"
1562264050,"business","ny","Firefox","cn","win7",557,"tablet",15,"false"
1790012931,"personal","ga","Safari","cn","win7",9921,"tablet",7,"false"
1276525003,"personal","ca","Chrome","jp","xp",2229,"laptop",1,"false"
1943848740,"business","fl","Firefox","sp","Mac",3696,"mobile",1,"false"
1701859824,"business","or","Chrome","cn","win7",5215,"laptop",16,"false"
1512208532,"personal","ny","Firefox","cn","win7",9090,"laptop",9,"false"
1015791629,"personal","sc","Firefox","pt","win7",6247,"tablet",7,"false"
1195839332,"business","oh","Safari","fr","win7",2519,"desktop",8,"false"
1931546058,"personal","tn","IE","sp","win7",5335,"tablet",10,"false"
1041982462,"personal","ny","IE","en","Mac",9041,"tablet",12,"true"
1808040192,"personal","pa","Firefox","en","win7",1822,"tablet",8,"false"
1946180300,"personal","ma","Chrome","de","nt",6249,"tablet",12,"false"
1216251820,"personal","nj","Safari","en","xp",1136,"mobile",1,"false"
1608891024,"student","il","Chrome","en","xp",8102,"mobile",14,"false"
1762400391,"student","ny","Chrome","en","win7",3115,"server",6,"false"
1042208201,"student","ca","Firefox","cn","win7",9411,"tablet",18,"false"
1407492180,"business","in","IE","sp","win7",9906,"laptop",17,"false"
1302766393,"personal","ne","Chrome","ar","win7",8175,"tablet",10,"false"
1076595249,"personal","tx","IE","fr","xp",1574,"desktop",13,"false"
1026833165,"business","ct","IE","en","win7",7537,"desktop",8,"false"
1970930526,"personal","pa","Chrome","sp","win7",647,"mobile",3,"true"
1528316720,"personal","fl","IE","ru","win7",6690,"mobile",5,"false"
1547134054,"personal","ga","Safari","de","win8",4656,"tablet",3,"false"
1129788830,"personal","pa","Chrome","en","win7",9539,"tablet",14,"false"
1547837188,"student","mi","Firefox","cn","win7",9585,"tablet",12,"false"
1353395883,"personal","md","Chrome","sp","vista",5313,"tablet",4,"false"
1558748146,"personal","tx","Chrome","ar","win7",942,"desktop",14,"false"
1536902991,"business","ny","IE","ko","win7",6837,"laptop",3,"true"
1927162182,"personal","il","Chrome","en","win7",1892,"tablet",15,"false"
1261616038,"business","tx","Firefox","en","win7",3154,"laptop",18,"false"
1813315948,"personal","ny","IE","cn","Mac",1527,"desktop",3,"false"
1216357866,"student","ny","IE","cn","win7",4451,"desktop",10,"false"
1053864958,"business","mi","Firefox","cn","win7",2743,"server",10,"false"
1983629709,"personal","nj","Safari","en","win7",6634,"mobile",13,"false"
1695852000,"personal","tx","IE","ko","xp",8148,"tablet",17,"false"
1869433429,"student","wa","Mobile","ru","win7",8482,"tablet",7,"false"
1483920417,"business","ny","Mobile","pt","win8",3018,"laptop",5,"false"
1652610150,"student","ca","Mobile","cn","xp",9522,"server",13,"false"
1916078584,"personal","ks","IE","cn","win8",1534,"desktop",14,"false"
1601883321,"student","ga","Mobile","jp","win7",5851,"mobile",15,"false"
1388510876,"personal","fl","Firefox","cn","Mac",9881,"laptop",1,"false"
1217589006,"personal","nm","Mobile","en","Mac",8593,"server",10,"false"
1408398366,"personal","pa","Chrome","en","win7",7838,"laptop",9,"false"
1313586737,"personal","ky","Chrome","en","xp",3374,"tablet",7,"false"
1390660878,"student","nc","IE","en","xp",1166,"desktop",13,"false"
1656305855,"personal","tx","Firefox","sp","win7",1908,"laptop",5,"false"
1082725728,"personal","ca","Firefox","de","xp",7702,"mobile",1,"false"
1351181765,"business","mi","Mobile","en","xp",2583,"tablet",16,"false"
1483902734,"personal","va","Chrome","cn","linux",3700,"desktop",13,"false"
1306069076,"personal","az","Safari","cn","win7",1254,"tablet",11,"false"
1915586745,"personal","ut","IE","cn","linux",3207,"laptop",12,"false"
1679793341,"personal","az","IE","ru","win7",2875,"tablet",7,"false"
1163363337,"personal","la","Mobile","cn","win7",516,"tablet",13,"false"
1194254610,"business","tx","IE","en","win7",9879,"desktop",1,"false"
1323449050,"personal","nj","Chrome","ar","linux",5289,"laptop",2,"true"
1162329638,"personal","mn","Chrome","cn","win7",9577,"laptop",10,"false"
1994327956,"personal","il","Chrome","cn","win7",708,"desktop",8,"false"
1774076921,"personal","nj","Mobile","pt","win7",6698,"desktop",17,"true"
1129285632,"student","ut","Firefox","cn","xp",6938,"laptop",11,"false"
1585267197,"business","tn","Firefox","ru","win7",3569,"tablet",17,"false"
1028877865,"student","mo","Chrome","sp","win7",9543,"laptop",15,"true"
1315185165,"personal","ca","Mobile","cn","nt",5978,"tablet",2,"false"
1801740196,"personal","va","IE","cn","win7",354,"desktop",14,"false"
1390278581,"business","ga","Mobile","cn","win8",6344,"mobile",1,"false"
1006502890,"business","ky","Chrome","ru","xp",2643,"desktop",13,"false"
1348634705,"personal","wa","Chrome","en","Mac",1538,"desktop",7,"false"
1579024007,"personal","ma","Chrome","en","xp",3448,"mobile",9,"false"
1827427076,"personal","tx","Chrome","en","win7",3530,"laptop",11,"false"
1539413869,"personal","ny","Safari","en","linux",6184,"laptop",9,"false"
1780992448,"student","ca","IE","ko","win8",7544,"tablet",17,"false"
1344540606,"personal","ca","Chrome","en","nt",6186,"mobile",16,"false"
1593793810,"personal","ca","IE","en","win8",3300,"desktop",15,"false"
1211202728,"personal","il","Mobile","pt","Mac",6357,"tablet",9,"false"
1036047805,"personal","tx","Chrome","pt","win7",6410,"mobile",11,"true"
1007403405,"personal","ca","IE","en","win7",9487,"tablet",7,"false"
1222658888,"student","il","Mobile","en","win7",17,"desktop",13,"false"
1354678495,"business","or","Firefox","cn","linux",2549,"laptop",5,"false"
1181017195,"personal","hi","Mobile","en","win7",3625,"desktop",17,"false"
1537524609,"business","ma","IE","sp","xp",5575,"desktop",6,"true"
1440158559,"student","in","Chrome","sp","win7",8105,"tablet",4,"false"
1978530853,"business","oh","Chrome","sp","win7",4414,"tablet",2,"false"
1367844452,"personal","ca","Chrome","cn","win7",8270,"desktop",7,"false"
1198833236,"student","az","Firefox","en","win7",595,"desktop",9,"false"
1984723866,"personal","ok","Chrome","de","win8",4622,"tablet",4,"false"
1168096583,"business","ma","Chrome","de","win7",592,"desktop",10,"false"
1656468427,"personal","pa","Chrome","ko","xp",1426,"desktop",7,"false"
1695236591,"student","az","IE","de","win8",456,"laptop",7,"false"
1702516028,"personal","ma","Firefox","sp","win7",3121,"desktop",11,"false"
1890643827,"personal","ny","Mobile","en","xp",9227,"laptop",4,"true"
1499760743,"personal","mi","Chrome","cn","win7",7611,"laptop",5,"false"
1384790527,"personal","ca","IE","cn","xp",1124,"mobile",11,"false"
1479563377,"personal","oh","Chrome","cn","win7",4860,"desktop",15,"false"
1211278635,"business","ny","Chrome","sp","xp",1784,"desktop",9,"false"
1195535412,"student","fl","Chrome","de","xp",8004,"mobile",11,"false"
1357586816,"personal","ri","Mobile","sp","win8",9063,"laptop",14,"false"
1926788675,"student","ca","Mobile","jp","win7",1674,"desktop",14,"false"
1993514794,"personal","fl","Firefox","cn","linux",4469,"mobile",14,"false"
1500699821,"personal","tx","Chrome","en","win7",2564,"tablet",16,"false"
1249569872,"student","md","Chrome","sp","linux",2655,"laptop",11,"false"
1841691976,"personal","mo","IE","cn","win7",5965,"tablet",16,"false"
1715164594,"business","tx","Chrome","sp","win7",7632,"tablet",12,"false"
1441685902,"student","or","Firefox","cn","win7",6170,"desktop",10,"false"
1308090428,"student","wa","IE","en","win7",3905,"desktop",9,"false"
1875643157,"personal","ca","Firefox","jp","Mac",2482,"desktop",3,"false"
1758063272,"student","ca","Chrome","en","win8",6728,"mobile",2,"false"
1551621530,"personal","nv","Chrome","en","Mac",7421,"desktop",2,"false"
1520945337,"business","in","Firefox","sp","xp",2979,"laptop",6,"false"
1902101605,"personal","ca","Chrome","en","Mac",857,"mobile",9,"false"
1554792669,"student","fl","IE","de","win7",6625,"desktop",9,"false"
1114347896,"business","wi","IE","en","win8",1677,"mobile",18,"false"
1214273140,"personal","ca","Chrome","en","win7",5944,"desktop",18,"true"
1130544958,"personal","ca","Safari","ko","win7",8647,"server",12,"true"
1391938339,"personal","wa","Chrome","en","Mac",3704,"laptop",9,"false"
1180541562,"business","co","Chrome","ar","Mac",5094,"server",6,"false"
1937836339,"personal","ms","Chrome","fr","win7",7788,"mobile",17,"false"
1981391611,"personal","ma","Chrome","sp","Mac",2773,"mobile",1,"false"
1152743992,"personal","il","Mobile","de","Mac",3295,"desktop",14,"false"
1524774104,"business","ga","IE","pt","win7",1308,"desktop",6,"false"
1553194606,"personal","ms","Chrome","cn","win7",5800,"mobile",1,"false"
1810713456,"business","ny","IE","en","win7",2575,"desktop",14,"false"
1018608893,"student","tx","Safari","en","win7",8007,"tablet",15,"false"
1300626046,"business","ca","Firefox","cn","xp",4824,"laptop",12,"true"
1088120601,"student","wi","Mobile","cn","win7",6260,"laptop",4,"false"
1479918766,"student","pa","Chrome","sp","win7",5110,"laptop",2,"false"
1928690444,"personal","tx","IE","cn","win7",9095,"laptop",15,"false"
1011357250,"student","tx","Chrome","cn","win7",8692,"tablet",3,"false"
1684867776,"business","mi","IE","cn","win7",9437,"tablet",7,"false"
1010076791,"personal","mn","Safari","en","win7",5485,"laptop",14,"false"
1545171737,"personal","ky","IE","sp","win7",8722,"tablet",11,"true"
1866548231,"business","fl","IE","de","win7",2864,"tablet",5,"false"
1770361837,"business","tx","Firefox","en","win7",5976,"server",8,"false"
1300680793,"business","in","Chrome","cn","win7",6068,"laptop",10,"false"
1274243054,"business","in","Mobile","en","win7",4091,"mobile",16,"false"
1285800433,"business","il","Firefox","en","linux",1467,"laptop",16,"false"
1977821061,"student","mo","Chrome","en","win7",9325,"mobile",4,"false"
1960313060,"student","fl","IE","jp","win7",6334,"desktop",6,"false"
1723660925,"business","wa","Chrome","jp","win7",2749,"tablet",6,"false"
1380460635,"personal","ca","Firefox","en","win7",4474,"mobile",12,"false"
1521514727,"business","fl","Chrome","jp","win7",1532,"desktop",3,"false"
1863035298,"personal","mo","Chrome","en","xp",63,"desktop",7,"false"
1438531671,"personal","nd","IE","pt","linux",4284,"laptop",5,"false"
1097697173,"student","nj","Safari","cn","win7",4495,"server",4,"false"
1256861843,"personal","co","Chrome","cn","xp",4133,"tablet",3,"false"
1802925892,"student","va","Firefox","jp","xp",2952,"mobile",10,"false"
1951102651,"personal","mi","Firefox","fr","win7",9508,"mobile",16,"false"
1402382501,"personal","ny","IE","ar","win7",9233,"laptop",12,"false"
1008136865,"personal","fl","Firefox","en","xp",1381,"desktop",16,"false"
1459603008,"personal","ny","Mobile","en","Mac",2320,"tablet",16,"false"
1340135463,"personal","tx","Chrome","cn","Mac",8282,"server",13,"false"
1919520416,"personal","ny","Chrome","cn","xp",6657,"laptop",15,"false"
1530997543,"personal","mi","Chrome","cn","xp",5927,"mobile",18,"false"
1786002817,"personal","ca","IE","cn","linux",2473,"desktop",12,"false"
1565976103,"personal","co","Chrome","sp","xp",8274,"desktop",9,"false"
1572359100,"personal","fl","IE","ko","xp",325,"laptop",12,"false"
1562867574,"business","pa","Opera","jp","xp",2306,"laptop",9,"false"
1599568987,"business","in","IE","en","win8",2147,"desktop",1,"false"
1490936915,"business","az","Chrome","pt","win8",2277,"tablet",17,"true"
1538686051,"personal","oh","IE","sp","win7",4865,"tablet",9,"false"
1040264120,"student","va","Chrome","ru","win7",6112,"mobile",9,"false"
1297022095,"personal","wa","Safari","cn","win7",9324,"laptop",18,"false"
1353232204,"personal","az","Firefox","en","win7",8907,"desktop",9,"false"
1389497591,"personal","oh","Safari","cn","win7",9883,"tablet",1,"true"
1404980440,"personal","tx","Mobile","sp","win8",3380,"mobile",13,"false"
1548408580,"personal","tx","Safari","cn","win7",8990,"tablet",15,"false"
1348183061,"business","in","Mobile","en","Mac",438,"laptop",8,"false"
1904713855,"personal","va","Chrome","en","win7",7686,"desktop",4,"false"
1934573174,"personal","ny","IE","de","win7",9180,"desktop",6,"false"
1000145463,"business","tn","Chrome","cn","xp",1311,"tablet",18,"false"
1197284755,"personal","or","Mobile","jp","vista",9712,"desktop",4,"false"
1108916869,"personal","ny","Firefox","cn","win7",5208,"mobile",12,"false"
1556055165,"personal","wv","Safari","en","win7",982,"laptop",8,"false"
1500710473,"student","mi","Chrome","en","Mac",211,"tablet",6,"false"
1491372997,"personal","oh","Firefox","cn","win7",6696,"tablet",8,"false"
1122790963,"business","tx","Chrome","en","win7",6899,"desktop",18,"true"
1334442624,"personal","ca","IE","en","xp",6969,"laptop",17,"false"
1576985723,"personal","co","Firefox","cn","win7",5961,"desktop",8,"false"
1281280626,"personal","ca","Chrome","cn","Mac",9815,"laptop",7,"false"
1539129237,"personal","az","Firefox","ru","win7",6719,"laptop",12,"false"
1311959727,"business","ca","Firefox","cn","Mac",24,"server",5,"false"
1290091413,"business","in","Mobile","en","win7",1946,"desktop",2,"false"
1058844663,"student","wi","Chrome","cn","win7",2219,"desktop",12,"false"
1885514746,"student","tx","Chrome","en","win7",516,"tablet",16,"false"
1282921576,"student","co","IE","jp","nt",4941,"mobile",9,"false"
1400523058,"business","ny","Chrome","en","Mac",3724,"laptop",18,"false"
1639660263,"personal","ma","IE","en","win8",7523,"mobile",1,"false"
1080531809,"student","nj","Chrome","en","win7",640,"laptop",13,"false"
1951016620,"personal","ms","Safari","ko","win7",8798,"server",15,"false"
1295463533,"personal","mo","IE","cn","vista",6660,"desktop",2,"true"
